Data,Id,Nome,Categoria,Sub-categoria,Valor,Sistema ,Fisico ,Situação,Motivo,Resolvido ? ,Como ?
2025-07-24,8520,Carcaça iPhone 6 Plus - Dourada,Manutenção Carcaça/Vidro Traseiro,M. iPhone 6 Plus,"250,00",1,1.0,OK,,,
2025-07-24,4725,Carcaça iPhone 6 - Prata,Manutenção Carcaça/Vidro Traseiro,M. iPhone 6,"180,00",1,1.0,OK,,,
2025-07-24,4726,Carcaça iPhone 6 - Cinza Espacial,Manutenção Carcaça/Vidro Traseiro,M. iPhone 6,"180,00",1,,DIVERGENTE,não encontrei ,Sim,
2025-07-24,4727,Carcaça iPhone 6 - Dourada,Manutenção Carcaça/Vidro Traseiro,M. iPhone 6,"180,00",1,1.0,OK,,,
2025-07-24,3823,Carcaça iPhone 5S - Prata,Manutenção Carcaça/Vidro Traseiro,M. iPhone 5S,"200,00",1,1.0,OK,,,
2025-07-24,4312,Carcaça iPhone 5S - Cinza Espacial,Manutenção Carcaça/Vidro Traseiro,M. iPhone 5S,"200,00",1,1.0,OK,,,
2025-07-24,27786,Tampa traseira de vidro para iPhone 16 Pro Max - Titânio Deserto,Manutenção Carcaça/Vidro Traseiro,M. iPhone 16 Pro Max,"2.500,00",1,1.0,OK,,,
2025-07-24,27781,Tampa traseira de vidro para iPhone 16 Pro - Titânio Natural,Manutenção Carcaça/Vidro Traseiro,M. iPhone 16 Pro,"2.300,00",1,1.0,OK,,,
2025-07-24,27768,Tampa traseira de vidro para iPhone 16  - Preto,Manutenção Carcaça/Vidro Traseiro,M. iPhone 16,"2.000,00",2,2.0,OK,,,
2025-07-24,27769,Tampa traseira de vidro para iPhone 16  - Branco,Manutenção Carcaça/Vidro Traseiro,M. iPhone 16,"2.000,00",2,2.0,OK,,,
2025-07-24,27770,Tampa traseira de vidro para iPhone 16 - Rosa,Manutenção Carcaça/Vidro Traseiro,M. iPhone 16,"2.000,00",2,2.0,OK,,,
2025-07-24,27771,Tampa traseira de vidro para iPhone 16 - Verde-Acinzentado,Manutenção Carcaça/Vidro Traseiro,M. iPhone 16,"2.000,00",2,2.0,OK,,,
2025-07-24,27772,Tampa traseira de vidro para iPhone 16 - Ultramarino,Manutenção Carcaça/Vidro Traseiro,M. iPhone 16,"2.000,00",2,2.0,OK,,,
2025-07-24,27069,Tampa traseira de vidro para iPhone 15 Pro Max - Preto,Manutenção Carcaça/Vidro Traseiro,M. iPhone 15 Pro Max,"2.500,00",3,3.0,OK,,,
2025-07-24,27070,Tampa traseira de vidro para iPhone 15 Pro Max - Azul,Manutenção Carcaça/Vidro Traseiro,M. iPhone 15 Pro Max,"2.500,00",3,3.0,OK,,,
2025-07-24,27071,Tampa traseira de vidro para iPhone 15 Pro Max - Prata,Manutenção Carcaça/Vidro Traseiro,M. iPhone 15 Pro Max,"2.500,00",2,2.0,OK,,,
2025-07-24,27072,Tampa traseira de vidro para iPhone 15 Pro Max - Natural,Manutenção Carcaça/Vidro Traseiro,M. iPhone 15 Pro Max,"2.500,00",2,2.0,OK,,,
2025-07-24,27065,Tampa traseira de vidro para iPhone 15 Pro - Preto,Manutenção Carcaça/Vidro Traseiro,M. iPhone 15 Pro,"2.300,00",1,1.0,OK,,,
2025-07-24,27066,Tampa traseira de vidro para iPhone 15 Pro - Azul,Manutenção Carcaça/Vidro Traseiro,M. iPhone 15 Pro,"2.300,00",3,3.0,OK,,,
2025-07-24,27067,Tampa traseira de vidro para iPhone 15 Pro - Prata,Manutenção Carcaça/Vidro Traseiro,M. iPhone 15 Pro,"2.300,00",2,2.0,OK,,,
2025-07-24,27068,Tampa traseira de vidro para iPhone 15 Pro - Natural,Manutenção Carcaça/Vidro Traseiro,M. iPhone 15 Pro,"2.300,00",3,3.0,OK,,,
2025-07-24,27251,Aro Metálico para iPhone 15 Pro - Azul,Manutenção Carcaça/Vidro Traseiro,M. iPhone 15 Pro,"1.700,00",1,1.0,OK,,,
2025-07-24,27060,Tampa traseira de vidro para iPhone 15 Plus - Rosa,Manutenção Carcaça/Vidro Traseiro,M. iPhone 15 Plus,"2.200,00",1,1.0,OK,,,
2025-07-24,27061,Tampa traseira de vidro para iPhone 15 Plus - Preto,Manutenção Carcaça/Vidro Traseiro,M. iPhone 15 Plus,"2.200,00",1,1.0,OK,,,
2025-07-24,27062,Tampa traseira de vidro para iPhone 15 Plus - Azul,Manutenção Carcaça/Vidro Traseiro,M. iPhone 15 Plus,"2.200,00",2,2.0,OK,,,
2025-07-24,27063,Tampa traseira de vidro para iPhone 15 Plus - Verde,Manutenção Carcaça/Vidro Traseiro,M. iPhone 15 Plus,"2.200,00",2,2.0,OK,,,
2025-07-24,27064,Tampa traseira de vidro para iPhone 15 Plus - Amarelo,Manutenção Carcaça/Vidro Traseiro,M. iPhone 15 Plus,"2.200,00",3,3.0,OK,,,
2025-07-24,27253,Aro Metálico para iPhone 15 Plus - Amarelo,Manutenção Carcaça/Vidro Traseiro,M. iPhone 15 Plus,"1.600,00",1,1.0,OK,,,
2025-07-24,27254,Aro Metálico para iPhone 15 Plus - Verde,Manutenção Carcaça/Vidro Traseiro,M. iPhone 15 Plus,"1.600,00",1,1.0,OK,,,
2025-07-24,27055,Tampa traseira de vidro para iPhone 15 - Rosa,Manutenção Carcaça/Vidro Traseiro,M. iPhone 15,"2.000,00",3,3.0,OK,,,
2025-07-24,27056,Tampa traseira de vidro para iPhone 15 - Preto,Manutenção Carcaça/Vidro Traseiro,M. iPhone 15,"2.000,00",3,3.0,OK,,,
2025-07-24,27057,Tampa traseira de vidro para iPhone 15 - Azul,Manutenção Carcaça/Vidro Traseiro,M. iPhone 15,"2.000,00",3,3.0,OK,,,
2025-07-24,27058,Tampa traseira de vidro para iPhone 15 - Verde,Manutenção Carcaça/Vidro Traseiro,M. iPhone 15,"2.000,00",2,2.0,OK,,,
2025-07-24,27059,Tampa traseira de vidro para iPhone 15 - Amarelo,Manutenção Carcaça/Vidro Traseiro,M. iPhone 15,"2.000,00",2,2.0,OK,,,
2025-07-24,27275,Aro Metálico para iPhone 15 - Rosa,Manutenção Carcaça/Vidro Traseiro,M. iPhone 15,"1.500,00",1,1.0,OK,,,
2025-07-24,26218,Tampa de vidro para iPhone 14 Pro Max - Preto-espacial,Manutenção Carcaça/Vidro Traseiro,M. iPhone 14 Pro Max,"1.500,00",2,2.0,OK,,,
2025-07-24,26219,Tampa de vidro para iPhone 14 Pro Max - Prateado,Manutenção Carcaça/Vidro Traseiro,M. iPhone 14 Pro Max,"1.500,00",2,2.0,OK,,,
2025-07-24,26220,Tampa de vidro para iPhone 14 Pro Max - Dourado,Manutenção Carcaça/Vidro Traseiro,M. iPhone 14 Pro Max,"1.500,00",1,1.0,OK,,,
2025-07-24,26221,Tampa de vidro para iPhone 14 Pro Max - Roxo-profundo,Manutenção Carcaça/Vidro Traseiro,M. iPhone 14 Pro Max,"1.500,00",2,2.0,OK,,,
2025-07-24,26761,Carcaça completa para iPhone 14 Pro Max - Dourado,Manutenção Carcaça/Vidro Traseiro,M. iPhone 14 Pro Max,"2.500,00",1,1.0,OK,,,
2025-07-24,26214,Tampa de vidro para iPhone 14 Pro - Preto-espacial,Manutenção Carcaça/Vidro Traseiro,M. iPhone 14 Pro,"1.000,00",3,3.0,OK,,,
2025-07-24,26215,Tampa de vidro para iPhone 14 Pro - Prateado,Manutenção Carcaça/Vidro Traseiro,M. iPhone 14 Pro,"1.000,00",3,3.0,OK,,,
2025-07-24,26216,Tampa de vidro para iPhone 14 Pro - Dourado,Manutenção Carcaça/Vidro Traseiro,M. iPhone 14 Pro,"1.000,00",2,2.0,OK,,,
2025-07-24,26217,Tampa de vidro para iPhone 14 Pro - Roxo-Profundo,Manutenção Carcaça/Vidro Traseiro,M. iPhone 14 Pro,"1.000,00",4,4.0,OK,,,
2025-07-24,26209,Tampa traseira de vidro para iPhone 14 Plus - Meia-noite,Manutenção Carcaça/Vidro Traseiro,M. iPhone 14 Plus,"1.000,00",2,2.0,OK,,,
2025-07-24,26210,Tampa traseira de vidro para iPhone 14 Plus - Roxo,Manutenção Carcaça/Vidro Traseiro,M. iPhone 14 Plus,"1.000,00",1,1.0,OK,,,
2025-07-24,26211,Tampa traseira de vidro para iPhone 14 Plus - Estelar,Manutenção Carcaça/Vidro Traseiro,M. iPhone 14 Plus,"1.000,00",1,1.0,OK,,,
2025-07-24,26212,Tampa de vidro para iPhone 14 Plus - Vermelha,Manutenção Carcaça/Vidro Traseiro,M. iPhone 14 Plus,"1.000,00",1,1.0,OK,,,
2025-07-24,26213,Tampa de vidro para iPhone 14 Plus - Azul,Manutenção Carcaça/Vidro Traseiro,M. iPhone 14 Plus,"1.000,00",1,1.0,OK,,,
2025-07-24,26177,Tampa traseira de vidro para iPhone 14 - Meia-noite,Manutenção Carcaça/Vidro Traseiro,M. iPhone 14,"1.000,00",2,2.0,OK,,,
2025-07-24,26178,Tampa traseira de vidro para iPhone 14 - Roxo,Manutenção Carcaça/Vidro Traseiro,M. iPhone 14,"1.000,00",1,1.0,OK,,,
2025-07-24,26180,Tampa traseira de vidro para iPhone 14 - Vermelho,Manutenção Carcaça/Vidro Traseiro,M. iPhone 14,"1.000,00",1,1.0,OK,,,
2025-07-24,26181,Tampa traseira de vidro para iPhone 14 - Azul,Manutenção Carcaça/Vidro Traseiro,M. iPhone 14,"1.000,00",1,1.0,OK,,,
2025-07-24,25732,Carcaça completa para iPhone 13 Pro Max - Preto,Manutenção Carcaça/Vidro Traseiro,M. iPhone 13 Pro Max,"2.500,00",1,1.0,OK,,,
2025-07-24,25734,Carcaça completa para iPhone 13 Pro Max - Dourado,Manutenção Carcaça/Vidro Traseiro,M. iPhone 13 Pro Max,"2.500,00",1,1.0,OK,,,
2025-07-24,25747,Tampa traseira de vidro para iPhone 13 Pro Max - Preto,Manutenção Carcaça/Vidro Traseiro,M. iPhone 13 Pro Max,"1.000,00",3,3.0,OK,,,
2025-07-24,25748,Tampa traseira de vidro para iPhone 13 Pro Max - Azul,Manutenção Carcaça/Vidro Traseiro,M. iPhone 13 Pro Max,"1.000,00",2,2.0,OK,,,
2025-07-24,25749,Tampa traseira de vidro para iPhone 13 Pro Max - Dourado,Manutenção Carcaça/Vidro Traseiro,M. iPhone 13 Pro Max,"1.000,00",2,2.0,OK,,,
2025-07-24,25750,Tampa traseira de vidro para iPhone 13 Pro Max - Branco,Manutenção Carcaça/Vidro Traseiro,M. iPhone 13 Pro Max,"1.000,00",1,1.0,OK,,,
2025-07-24,26294,Tampa traseira de vidro para iPhone 13 Pro Max - Verde,Manutenção Carcaça/Vidro Traseiro,M. iPhone 13 Pro Max,"1.000,00",1,1.0,OK,,,
2025-07-24,25731,Carcaça completa para iPhone 13 Pro - Dourado,Manutenção Carcaça/Vidro Traseiro,M. iPhone 13 Pro,"2.500,00",1,1.0,OK,,,
2025-07-24,25742,Tampa traseira de vidro para iPhone 13 Pro - Preto,Manutenção Carcaça/Vidro Traseiro,M. iPhone 13 Pro,"1.000,00",1,1.0,OK,,,
2025-07-24,25743,Tampa traseira de vidro para iPhone 13 Pro - Azul,Manutenção Carcaça/Vidro Traseiro,M. iPhone 13 Pro,"1.000,00",2,2.0,OK,,,
2025-07-24,25744,Tampa traseira de vidro para iPhone 13 Pro - Dourado,Manutenção Carcaça/Vidro Traseiro,M. iPhone 13 Pro,"1.000,00",2,2.0,OK,,,
2025-07-24,25745,Tampa traseira de vidro para iPhone 13 Pro - Branco,Manutenção Carcaça/Vidro Traseiro,M. iPhone 13 Pro,"1.000,00",2,2.0,OK,,,
2025-07-24,25746,Tampa traseira de vidro para iPhone 13 Pro - Verde,Manutenção Carcaça/Vidro Traseiro,M. iPhone 13 Pro,"1.000,00",2,2.0,OK,,,
2025-07-24,27264,Tampa traseira de vidro para iPhone 13 Mini - Preta,Manutenção Carcaça/Vidro Traseiro,M. iPhone 13 Mini,"700,00",1,1.0,OK,,,
2025-07-24,25726,Carcaça completa para iPhone 13 - Branco,Manutenção Carcaça/Vidro Traseiro,M. iPhone 13,"1.300,00",1,1.0,OK,,,
2025-07-24,25736,Tampa traseira de vidro para iPhone 13 - Preto,Manutenção Carcaça/Vidro Traseiro,M. iPhone 13,"800,00",2,1.0,DIVERGENTE,não encontrei ,Sim,
2025-07-24,25737,Tampa traseira de vidro para iPhone 13 - Azul,Manutenção Carcaça/Vidro Traseiro,M. iPhone 13,"800,00",1,1.0,OK,,,
2025-07-24,25738,Tampa traseira de vidro para iPhone 13 - Branco,Manutenção Carcaça/Vidro Traseiro,M. iPhone 13,"800,00",1,1.0,OK,,,
2025-07-24,25740,Tampa traseira de vidro para iPhone 13 - Vermelho,Manutenção Carcaça/Vidro Traseiro,M. iPhone 13,"800,00",1,1.0,OK,,,
2025-07-24,25741,Tampa traseira de vidro para iPhone 13 - Verde,Manutenção Carcaça/Vidro Traseiro,M. iPhone 13,"800,00",1,1.0,OK,,,
2025-07-24,24618,Tampa de vidro com lente traseira para iPhone 12 Pro Max - Azul,Manutenção Carcaça/Vidro Traseiro,M. iPhone 12 Pro Max,"1.000,00",1,1.0,OK,,,
2025-07-24,24619,Tampa de vidro com lente traseira para iPhone 12 Pro Max - Dourado,Manutenção Carcaça/Vidro Traseiro,M. iPhone 12 Pro Max,"1.000,00",1,1.0,OK,,,
2025-07-24,24620,Tampa de vidro com lente traseira para iPhone 12 Pro Max - Prata,Manutenção Carcaça/Vidro Traseiro,M. iPhone 12 Pro Max,"1.000,00",2,2.0,OK,,,
2025-07-24,24621,Tampa de vidro com lente traseira para iPhone 12 Pro Max - Grafite,Manutenção Carcaça/Vidro Traseiro,M. iPhone 12 Pro Max,"1.000,00",2,2.0,OK,,,
2025-07-24,24622,Aro com carcaça metalica para iPhone 12 Pro Max - Grafite,Manutenção Carcaça/Vidro Traseiro,M. iPhone 12 Pro Max,"1.600,00",1,1.0,OK,,,
2025-07-24,24625,Aro com carcaça metalica para iPhone 12 Pro Max - Azul,Manutenção Carcaça/Vidro Traseiro,M. iPhone 12 Pro Max,"1.600,00",1,1.0,OK,,,
2025-07-24,24614,Tampa de vidro com lente traseira para iPhone 12 Pro - Grafite,Manutenção Carcaça/Vidro Traseiro,M. iPhone 12 Pro,"800,00",2,2.0,OK,,,
2025-07-24,24615,Tampa de vidro com lente traseira para iPhone 12 Pro - Prata,Manutenção Carcaça/Vidro Traseiro,M. iPhone 12 Pro,"800,00",2,2.0,OK,,,
2025-07-24,24616,Tampa de vidro com lente traseira para iPhone 12 Pro - Dourado,Manutenção Carcaça/Vidro Traseiro,M. iPhone 12 Pro,"800,00",3,3.0,OK,,,
2025-07-24,24617,Tampa de vidro com lente traseira para iPhone 12 Pro - Azul,Manutenção Carcaça/Vidro Traseiro,M. iPhone 12 Pro,"800,00",2,2.0,OK,,,
2025-07-24,24626,Aro com carcaça metalica para iPhone 12 Pro - Azul,Manutenção Carcaça/Vidro Traseiro,M. iPhone 12 Pro,"1.500,00",1,1.0,OK,,,
2025-07-24,24627,Aro com carcaça metalica para iPhone 12 Pro - Grafite,Manutenção Carcaça/Vidro Traseiro,M. iPhone 12 Pro,"1.500,00",1,1.0,OK,,,
2025-07-24,24629,Aro com carcaça metalica para iPhone 12 Pro - Prata,Manutenção Carcaça/Vidro Traseiro,M. iPhone 12 Pro,"1.500,00",1,1.0,OK,,,
2025-07-24,24609,Tampa de vidro com lente traseira para iPhone 12 Mini - Vermelho,Manutenção Carcaça/Vidro Traseiro,M. iPhone 12 Mini,"600,00",1,1.0,OK,,,
2025-07-24,24610,Tampa de vidro com lente traseira para iPhone 12 Mini - Verde,Manutenção Carcaça/Vidro Traseiro,M. iPhone 12 Mini,"600,00",1,1.0,OK,,,
2025-07-24,24612,Tampa de vidro com lente traseira para iPhone 12 Mini - Preto,Manutenção Carcaça/Vidro Traseiro,M. iPhone 12 Mini,"600,00",1,1.0,OK,,,
2025-07-24,24613,Tampa de vidro com lente traseira para iPhone 12 Mini - Branco,Manutenção Carcaça/Vidro Traseiro,M. iPhone 12 Mini,"600,00",1,1.0,OK,,,
2025-07-24,24604,Tampa de vidro com lente traseira para iPhone 12 - Azul,Manutenção Carcaça/Vidro Traseiro,M. iPhone 12,"800,00",1,1.0,OK,,,
2025-07-24,24605,Tampa de vidro com lente traseira para iPhone 12 - Branco,Manutenção Carcaça/Vidro Traseiro,M. iPhone 12,"800,00",2,2.0,OK,,,
2025-07-24,24606,Tampa de vidro com lente traseira para iPhone 12 - Preto,Manutenção Carcaça/Vidro Traseiro,M. iPhone 12,"800,00",1,1.0,OK,,,
2025-07-24,24607,Tampa de vidro com lente traseira para iPhone 12 - Verde,Manutenção Carcaça/Vidro Traseiro,M. iPhone 12,"800,00",1,1.0,OK,,,
2025-07-24,24608,Tampa de vidro com lente traseira para iPhone 12 - Vermelho,Manutenção Carcaça/Vidro Traseiro,M. iPhone 12,"800,00",2,2.0,OK,,,
2025-07-24,24630,Aro com carcaça metalica para iPhone 12 - Branco,Manutenção Carcaça/Vidro Traseiro,M. iPhone 12,"1.200,00",1,1.0,OK,,,
2025-07-24,24631,Aro com carcaça metalica para iPhone 12 - Preto,Manutenção Carcaça/Vidro Traseiro,M. iPhone 12,"1.200,00",1,1.0,OK,,,
2025-07-24,24632,Aro com carcaça metalica para iPhone 12 - Azul,Manutenção Carcaça/Vidro Traseiro,M. iPhone 12,"1.200,00",1,1.0,OK,,,
2025-07-24,23898,Tampa de vidro com lente traseira para iPhone 11 Pro Max Dourado,Manutenção Carcaça/Vidro Traseiro,M. iPhone 11 Pro Max,"800,00",4,4.0,OK,,,
2025-07-24,23899,Tampa de vidro com lente traseira para iPhone 11 Pro Max Verde,Manutenção Carcaça/Vidro Traseiro,M. iPhone 11 Pro Max,"800,00",2,2.0,OK,,,
2025-07-24,23900,Tampa de vidro com lente traseira para iPhone 11 Pro Max Branco,Manutenção Carcaça/Vidro Traseiro,M. iPhone 11 Pro Max,"800,00",2,2.0,OK,,,
2025-07-24,23901,Tampa de vidro com lente traseira para iPhone 11 Pro Max Preto,Manutenção Carcaça/Vidro Traseiro,M. iPhone 11 Pro Max,"800,00",2,2.0,OK,,,
2025-07-24,24883,Aro com carcaça metalica para iPhone 11 Pro Max - Preto,Manutenção Carcaça/Vidro Traseiro,M. iPhone 11 Pro Max,"1.200,00",1,1.0,OK,,,
2025-07-24,24884,Aro com carcaça metalica para iPhone 11 Pro Max - Branco,Manutenção Carcaça/Vidro Traseiro,M. iPhone 11 Pro Max,"1.200,00",1,1.0,OK,,,
2025-07-24,24885,Aro com carcaça metalica para iPhone 11 Pro Max - Gold,Manutenção Carcaça/Vidro Traseiro,M. iPhone 11 Pro Max,"1.200,00",1,1.0,OK,,,
2025-07-24,23725,Tampa Traseira iPhone 11 Pro - Branco,Manutenção Carcaça/Vidro Traseiro,M. iPhone 11 Pro,"600,00",1,1.0,OK,,,
2025-07-24,23911,Tampa de vidro com lente traseira para iPhone 11 Pro Dourado,Manutenção Carcaça/Vidro Traseiro,M. iPhone 11 Pro,"600,00",2,2.0,OK,,,
2025-07-24,23912,Tampa de vidro com lente traseira para iPhone 11 Pro Verde,Manutenção Carcaça/Vidro Traseiro,M. iPhone 11 Pro,"600,00",2,2.0,OK,,,
2025-07-24,23914,Tampa de vidro com lente traseira para iPhone 11 Pro Branco,Manutenção Carcaça/Vidro Traseiro,M. iPhone 11 Pro,"600,00",1,1.0,OK,,,
2025-07-24,23916,Tampa de vidro com lente traseira para iPhone 11 Pro Preto,Manutenção Carcaça/Vidro Traseiro,M. iPhone 11 Pro,"600,00",1,1.0,OK,,,
2025-07-24,24234,Aro com carcaça metalica para iPhone 11 Pro - Verde,Manutenção Carcaça/Vidro Traseiro,M. iPhone 11 Pro,"1.000,00",1,1.0,OK,,,
2025-07-24,24879,Aro com carcaça metalica para iPhone 11 Pro - Preto,Manutenção Carcaça/Vidro Traseiro,M. iPhone 11 Pro,"1.000,00",1,1.0,OK,,,
2025-07-24,24881,Aro com carcaça metalica para iPhone 11 Pro - Dourado,Manutenção Carcaça/Vidro Traseiro,M. iPhone 11 Pro,"1.000,00",1,1.0,OK,,,
2025-07-24,23922,Tampa de vidro com lente traseira para iPhone 11 Roxo,Manutenção Carcaça/Vidro Traseiro,M. iPhone 11,"400,00",1,1.0,OK,,,
2025-07-24,23923,Tampa de vidro com lente traseira para iPhone 11 Vermelho,Manutenção Carcaça/Vidro Traseiro,M. iPhone 11,"400,00",1,1.0,OK,,,
2025-07-24,23925,Tampa de vidro com lente traseira para iPhone 11 Amarelo,Manutenção Carcaça/Vidro Traseiro,M. iPhone 11,"400,00",2,2.0,OK,,,
2025-07-24,23927,Tampa de vidro com lente traseira para iPhone 11 Verde,Manutenção Carcaça/Vidro Traseiro,M. iPhone 11,"400,00",1,1.0,OK,,,
2025-07-24,23928,Tampa de vidro com lente traseira para iPhone 11 Branco,Manutenção Carcaça/Vidro Traseiro,M. iPhone 11,"400,00",2,2.0,OK,,,
2025-07-24,23929,Tampa de vidro com lente traseira para iPhone 11 Preto,Manutenção Carcaça/Vidro Traseiro,M. iPhone 11,"400,00",3,3.0,OK,,,
2025-07-24,24653,Aro com carcaça metalica para iPhone 11 Branco,Manutenção Carcaça/Vidro Traseiro,M. iPhone 11,"900,00",2,2.0,OK,,,
2025-07-24,24875,Aro com carcaça metalica para iPhone 11 Vermelho,Manutenção Carcaça/Vidro Traseiro,M. iPhone 11,"900,00",1,1.0,OK,,,
2025-07-24,25495,Conector de Carga iPhone 13 Pro Max - Preto,Manutenção Conector,M. iPhone 13 Pro Max,"800,00",2,2.0,OK,,,
2025-07-24,27227,Conector de Carga iPhone 13 Pro Max - Dourado,Manutenção Conector,M. iPhone 13 Pro Max,"800,00",2,2.0,OK,,,
2025-07-24,25721,Lente de Vidro da Câmera para iPhone 13 Pro Max - P,Manutenção Câmera,M. iPhone 13 Pro Max,"400,00",2,2.0,OK,,,
2025-07-24,25722,Lente de Vidro da Câmera para iPhone 13 Pro Max - G,Manutenção Câmera,M. iPhone 13 Pro Max,"400,00",3,3.0,OK,,,
2025-07-24,25757,Lente de Vidro da Câmera para iPhone 13 Pro Max - M,Manutenção Câmera,M. iPhone 13 Pro Max,"400,00",2,2.0,OK,,,
2025-07-24,26245,Câmera traseira para iPhone 13 Pro Max,Manutenção Câmera,M. iPhone 13 Pro Max,"1.300,00",1,1.0,OK,,,
2025-07-24,27189,Alto-falante auricular do iPhone 13 Pro Max,Manutenção Alto Falante,M. iPhone 13 Pro Max,"600,00",3,3.0,OK,,,
2025-07-24,26139,Flex sensor face ID - iPhone 13 Pro,Manutenção Flex do Sensor,M. iPhone 13 Pro,"800,00",2,2.0,OK,,,
2025-07-24,25492,Conector de Carga iPhone 13 Pro - Branco,Manutenção Conector,M. iPhone 13 Pro,"800,00",2,2.0,OK,,,
2025-07-24,25493,Conector de Carga iPhone 13 Pro - Preto,Manutenção Conector,M. iPhone 13 Pro,"800,00",2,2.0,OK,,,
2025-07-24,25720,Lente de Vidro da Câmera para iPhone 13 Pro - G,Manutenção Câmera,M. iPhone 13 Pro,"350,00",2,2.0,OK,,,
2025-07-24,25723,Lente de Vidro da Câmera para iPhone 13 Pro - P,Manutenção Câmera,M. iPhone 13 Pro,"350,00",2,2.0,OK,,,
2025-07-24,25756,Lente de Vidro da Câmera para iPhone 13 Pro - M,Manutenção Câmera,M. iPhone 13 Pro,"350,00",2,2.0,OK,,,
2025-07-24,26101,Flex do flash - iPhone 13 Pro,Manutenção Câmera,M. iPhone 13 Pro,"900,00",1,,DIVERGENTE,não encontrei ,Sim,
2025-07-24,26244,Câmera traseira para iPhone 13 Pro,Manutenção Câmera,M. iPhone 13 Pro,"1.300,00",1,1.0,OK,,,
2025-07-24,27188,Alto-falante auricular do iPhone 13 Pro,Manutenção Alto Falante,M. iPhone 13 Pro,"600,00",2,2.0,OK,,,
2025-07-24,27263,Conector de Carga iPhone 13 Mini - Preto,Manutenção Conector,M. iPhone 13 Mini,"700,00",1,2.0,DIVERGENTE,1 unidade avulso -gerar novo codigo ,Sim,
2025-07-24,25751,Lente de Vidro da Câmera para iPhone 13 Mini - P,Manutenção Câmera,M. iPhone 13 Mini,"300,00",2,2.0,OK,,,
2025-07-24,25752,Lente de Vidro da Câmera para iPhone 13 Mini - G,Manutenção Câmera,M. iPhone 13 Mini,"300,00",2,2.0,OK,,,
2025-07-24,28084,Antena Wi-Fi iPhone 13,Manutenção Wi-Fi,M. iPhone 13,"800,00",1,,DIVERGENTE,não encontrei ,Sim,
2025-07-24,26275,Volume / power / vibra / indução - iPhone 13,Manutenção Vibra / Volume / Power,M. iPhone 13,"800,00",2,2.0,OK,,,
2025-07-24,26140,Flex sensor face ID - iPhone 13,Manutenção Flex do Sensor,M. iPhone 13,"800,00",3,3.0,OK,,,
2025-07-24,25490,Conector de Carga iPhone 13 - Branco,Manutenção Conector,M. iPhone 13,"800,00",2,2.0,OK,,,
2025-07-24,25718,Lente de Vidro da Câmera para iPhone 13 - P,Manutenção Câmera,M. iPhone 13,"400,00",2,2.0,OK,,,
2025-07-24,25719,Lente de Vidro da Câmera para iPhone 13 - G,Manutenção Câmera,M. iPhone 13,"400,00",2,2.0,OK,,,
2025-07-24,26815,Alto-falante auricular do iPhone 13,Manutenção Alto Falante,M. iPhone 13,"500,00",3,3.0,OK,,,
2025-07-24,25437,Motor do Vibra - iPhone 12 Pro Max,Manutenção Vibra / Volume / Power,M. iPhone 12 Pro Max,"800,00",1,1.0,OK,,,
2025-07-24,26923,Flex power do iPhone 12 Pro Max,Manutenção Vibra / Volume / Power,M. iPhone 12 Pro Max,"800,00",2,2.0,OK,,,
2025-07-24,25438,Speaker - iPhone 12 Pro Max,Manutenção Speaker,M. iPhone 12 Pro Max,"600,00",1,1.0,OK,,,
2025-07-24,25435,Flex Sensor/Alto falante - iPhone 12 Pro Max,Manutenção Flex do Sensor,M. iPhone 12 Pro Max,"800,00",2,2.0,OK,,,
2025-07-24,25432,Conector de Carga iPhone 12 Pro Max - Preto,Manutenção Conector,M. iPhone 12 Pro Max,"700,00",1,1.0,OK,,,
2025-07-24,25433,Conector de Carga iPhone 12 Pro Max - Branco,Manutenção Conector,M. iPhone 12 Pro Max,"700,00",1,1.0,OK,,,
2025-07-24,25434,Conector de Carga iPhone 12 Pro Max - Dourado,Manutenção Conector,M. iPhone 12 Pro Max,"800,00",1,1.0,OK,,,
2025-07-24,24599,Câmera Frontal para iphone 12 Pro Max,Manutenção Câmera,M. iPhone 12 Pro Max,"1.000,00",2,2.0,OK,,,
2025-07-24,25247,Lente de Vidro da Câmera para iPhone 12 Pro Max - P,Manutenção Câmera,M. iPhone 12 Pro Max,"250,00",2,2.0,OK,,,
2025-07-24,25248,Lente de Vidro da Câmera para iPhone 12 Pro Max - G,Manutenção Câmera,M. iPhone 12 Pro Max,"250,00",2,2.0,OK,,,
2025-07-24,25273,Flex do flash para o iPhone 12 Pro Max,Manutenção Câmera,M. iPhone 12 Pro Max,"800,00",1,1.0,OK,,,
2025-07-24,26093,Lente de Vidro da Câmera para iPhone 12 Pro Max - M,Manutenção Câmera,M. iPhone 12 Pro Max,"250,00",2,2.0,OK,,,
2025-07-24,25819,Flex volume / power / vibra / indução - iPhone 12 Pro,Manutenção Vibra / Volume / Power,M. iPhone 12 Pro,"800,00",2,2.0,OK,,,
2025-07-24,25429,Speaker - iPhone 12 Pro,Manutenção Speaker,M. iPhone 12 Pro,"600,00",1,1.0,OK,,,
2025-07-24,25428,Flex Sensor/Alto falante - iPhone 12 Pro,Manutenção Flex do Sensor,M. iPhone 12 Pro,"800,00",2,2.0,OK,,,
2025-07-24,25424,Conector de Carga iPhone 12 Pro - Preto,Manutenção Conector,M. iPhone 12 Pro,"700,00",3,3.0,OK,,,
